transaction_id,user_id,signup_date,account_age_days,device_id,datr_token,ssl_fingerprint,accounts_per_device,high_device_reuse_flag,ip_address,asn,asn_provider,asn_type,non_residential_asn_flag,ip_country,high_risk_country_flag,subscription_plan,trial_used_before,payment_status,refund_count_90d,refunded_flag,chargeback_flag,risk_score,review_bucket,fraud_type,fraud_label
TXN_00974,USR_00974,2026-02-22,7,DVC_567A9143ED,DATR_CARD_dd3e7c6d96,TLS_772_4865_playwright_bot,7,1,236.124.70.154,AS16509,Amazon AWS,cloud,1,NG,1,annual,0,chargeback,0,0,1,95,high_risk,stolen_card,1
TXN_00939,USR_00939,2026-02-19,10,DVC_567A9143ED,DATR_SHARED_9143ED,TLS_771_49195_python_requests,7,1,39.219.177.224,AS13335,Cloudflare,cloud,1,BR,1,monthly,0,paid,0,0,0,65,medium_risk,device_farm,1
TXN_00900,USR_00900,2026-01-10,50,DVC_B87BED3147,DATR_REFUND_7fc4214205,TLS_772_4865-4866-4867_edge_win,1,0,237.143.166.157,AS7922,Comcast,residential,0,ID,1,annual,0,refunded,5,1,0,30,low_risk,refund_abuse,1
TXN_00281,USR_00281,2025-05-31,274,DVC_14DB8B9DCA,DATR_64fd103359604d7d,TLS_771_4865-4866-4867_chrome_win,1,0,97.173.155.155,AS7018,AT&T,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00884,USR_00884,2026-02-16,13,DVC_77EF3722A7,DATR_SHARED_3722A7,TLS_772_4865_playwright_bot,8,1,69.211.74.166,AS20473,Vultr VPN,vpn,1,US,0,monthly,1,paid,2,0,0,90,high_risk,device_farm,1
TXN_00762,USR_00762,2025-03-05,361,DVC_7BD22765F3,DATR_2c842fbee70149a8,TLS_771_4865-4866-4867_chrome_win,1,0,38.136.223.112,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00320,USR_00320,2025-06-29,245,DVC_9ECECFE1B1,DATR_20ac07bb06754034,TLS_772_4865-4866-4867_edge_win,1,0,130.237.236.223,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00550,USR_00550,2025-06-25,249,DVC_5627E105AA,DATR_7cdeb0b184b84f66,TLS_772_4865-4866-4867_edge_win,1,0,2.129.226.36,AS20057,Verizon,residential,0,UK,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00175,USR_00175,2026-01-17,43,DVC_824FE19F40,DATR_2dd3941a4e2c4fe3,TLS_771_4865-4866_safari_ios,1,0,165.203.85.209,AS21928,T-Mobile,residential,0,US,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00372,USR_00372,2025-03-25,341,DVC_7FED948B22,DATR_808b525949bd4847,TLS_771_4865-4866_safari_ios,1,0,182.36.180.3,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00528,USR_00528,2025-08-30,183,DVC_9EC38D0C01,DATR_5565e6e9bc244466,TLS_771_4865-4866-4867_chrome_win,1,0,202.176.78.156,AS10796,Charter,residential,0,US,0,monthly,1,paid,0,0,0,15,low_risk,legit,0
TXN_00211,USR_00211,2025-05-28,277,DVC_8015FE2848,DATR_4dda18e28ff94d85,TLS_771_4865-4866_safari_ios,1,0,218.41.183.182,AS21928,T-Mobile,residential,0,UK,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00236,USR_00236,2025-07-31,213,DVC_6E24DDFDA1,DATR_5852d3fade5f4e21,TLS_771_4865-4866-4867_chrome_win,1,0,231.186.224.177,AS10796,Charter,residential,0,US,0,monthly,0,paid,1,0,0,0,low_risk,legit,0
TXN_00102,USR_00102,2025-06-14,260,DVC_0103ED39DB,DATR_b030aaac49b04fad,TLS_772_4865-4866-4867_edge_win,1,0,71.198.203.219,AS7018,AT&T,residential,0,UK,0,monthly,0,failed,1,0,0,0,low_risk,legit,0
TXN_00987,USR_00987,2026-02-22,7,DVC_A696A0BF1E,DATR_SHARED_A0BF1E,TLS_771_4865_headless_chrome,1,0,85.80.17.161,AS20473,Vultr VPN,vpn,1,NG,1,monthly,1,paid,0,0,0,50,medium_risk,device_farm,1
TXN_00903,USR_00903,2026-02-14,15,DVC_329F059288,DATR_SHARED_059288,TLS_772_4865_playwright_bot,8,1,154.56.211.73,AS14618,Amazon-AES,cloud,1,US,0,monthly,1,paid,1,0,0,60,medium_risk,device_farm,1
TXN_00948,USR_00948,2026-02-26,3,DVC_329F059288,DATR_TRIAL_55df7d48b7,TLS_771_49195_python_requests,8,1,228.208.201.167,AS212238,Datacamp VPN,vpn,1,VN,1,trial,1,refunded,1,1,0,80,high_risk,trial_abuse,1
TXN_00347,USR_00347,2026-01-30,30,DVC_68AC1640DC,DATR_6e07b67f56424abe,TLS_771_4865-4866_safari_ios,1,0,33.180.222.34,AS21928,T-Mobile,residential,0,UK,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00140,USR_00140,2025-06-23,251,DVC_75E158E6B1,DATR_e56de89fd5734672,TLS_771_4865-4866-4867_chrome_win,1,0,21.83.156.38,AS20057,Verizon,residential,0,US,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00622,USR_00622,2025-03-01,365,DVC_1116615DD6,DATR_8cff14ea655d4fb0,TLS_771_4865-4866-4867_chrome_win,1,0,250.114.64.189,AS7018,AT&T,residential,0,US,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00500,USR_00500,2025-06-27,247,DVC_C36B3246BE,DATR_5248eb1c4c154538,TLS_771_4865-4866_safari_ios,1,0,234.46.178.149,AS10796,Charter,residential,0,CA,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00371,USR_00371,2025-10-30,122,DVC_3F3C9C4052,DATR_dcbb42d60a1242fe,TLS_772_4865-49196_firefox_linux,1,0,237.112.30.117,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00199,USR_00199,2025-10-13,139,DVC_01DA4D6195,DATR_4c3be3e2610842f4,TLS_772_4865-4866-4867_edge_win,1,0,112.228.103.191,AS7922,Comcast,residential,0,CA,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00688,USR_00688,2025-07-07,237,DVC_F2C063CCA7,DATR_91989d63cf9b4be8,TLS_772_4865-49196_firefox_linux,1,0,129.29.47.200,AS20057,Verizon,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00585,USR_00585,2025-10-29,123,DVC_27EE10FB23,DATR_f0e2c89ff71d40ec,TLS_772_4865-49196_firefox_linux,1,0,52.214.64.215,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00902,USR_00902,2026-02-21,8,DVC_74F078F152,DATR_TRIAL_e36d6ba156,TLS_771_4865-4866_safari_ios,11,1,127.31.58.183,AS20057,Verizon,residential,0,BR,1,trial,1,failed,0,0,0,65,medium_risk,trial_abuse,1
TXN_00060,USR_00060,2025-07-08,236,DVC_47E7F972B0,DATR_2eadb14830f24e13,TLS_771_4865-49195_chrome_mac,1,0,98.84.55.117,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00329,USR_00329,2025-12-10,81,DVC_052FD07F7C,DATR_3774df8050ea48a0,TLS_772_4865-4866-4867_edge_win,1,0,246.119.60.205,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00097,USR_00097,2025-07-08,236,DVC_A28FB1AD7F,DATR_72b3f895db5a486d,TLS_772_4865-4866-4867_edge_win,1,0,133.93.160.194,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00313,USR_00313,2025-05-01,304,DVC_94F6E155B0,DATR_51fd66c1240f4335,TLS_772_4865-4866-4867_edge_win,1,0,28.35.78.2,AS10796,Charter,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00975,USR_00975,2026-02-03,26,DVC_77EF3722A7,DATR_SHARED_3722A7,TLS_771_4866_selenium_driver,8,1,190.137.145.18,AS63023,GTHost VPN,vpn,1,NG,1,trial,1,refunded,0,1,0,70,high_risk,device_farm,1
TXN_00300,USR_00300,2026-01-22,38,DVC_24C8164850,DATR_b8ed4bd2dbe44865,TLS_771_4865-49195_chrome_mac,1,0,145.169.9.46,AS21928,T-Mobile,residential,0,UK,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00278,USR_00278,2025-03-10,356,DVC_D1A2431910,DATR_b0eca1ddf3a14373,TLS_772_4865-49196_firefox_linux,1,0,77.97.48.194,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00925,USR_00925,2026-02-24,5,DVC_B731DA95CB,DATR_REFUND_4e2184bd46,TLS_771_4865-4866_safari_ios,1,0,186.117.194.172,AS63023,GTHost VPN,vpn,1,BR,1,monthly,0,paid,3,0,0,55,medium_risk,refund_abuse,1
TXN_00602,USR_00602,2025-11-05,116,DVC_5436ECB0F7,DATR_7d5a1bed817843aa,TLS_772_4865-4866-4867_edge_win,1,0,75.182.69.155,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00440,USR_00440,2025-08-22,191,DVC_54128FB9F1,DATR_f44b284531df44e8,TLS_772_4865-49196_firefox_linux,1,0,41.17.80.182,AS7922,Comcast,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00838,USR_00838,2025-07-26,218,DVC_180E60BC68,DATR_74117eda3b194de9,TLS_771_4865-49195_chrome_mac,1,0,4.73.89.90,AS21928,T-Mobile,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00571,USR_00571,2025-04-28,307,DVC_DB31B4B99E,DATR_953ea4ea41ca453a,TLS_772_4865-49196_firefox_linux,1,0,68.57.95.21,AS20057,Verizon,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00880,USR_00880,2026-02-19,10,DVC_74F078F152,DATR_SHARED_78F152,TLS_772_4865_puppeteer_bot,11,1,122.110.54.89,AS13335,Cloudflare,cloud,1,US,0,monthly,1,paid,1,0,0,70,high_risk,device_farm,1
TXN_00262,USR_00262,2025-03-06,360,DVC_D7F27642A0,DATR_c4cd9db988dc4e69,TLS_772_4865-49196_firefox_linux,1,0,145.29.16.213,AS21928,T-Mobile,residential,0,US,0,annual,1,paid,0,0,0,15,low_risk,legit,0
TXN_00579,USR_00579,2026-01-01,59,DVC_B546B12A0D,DATR_636718accb3f4d78,TLS_772_4865-49196_firefox_linux,1,0,225.138.209.204,AS10796,Charter,residential,0,PH,1,monthly,0,paid,1,0,0,10,low_risk,legit,0
TXN_00024,USR_00024,2025-07-10,234,DVC_228CBA02DC,DATR_f4a7f0090fa54cba,TLS_772_4865-49196_firefox_linux,1,0,240.19.3.118,AS21928,T-Mobile,residential,0,NG,1,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00031,USR_00031,2025-12-15,76,DVC_8DE7AD72EE,DATR_d0a63dda3f2b479c,TLS_772_4865-4866-4867_edge_win,1,0,95.150.142.38,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00618,USR_00618,2026-02-18,11,DVC_4AABDDAB72,DATR_d21b9fc99e814cca,TLS_772_4865-4866-4867_edge_win,1,0,73.69.33.184,AS7018,AT&T,residential,0,ID,1,monthly,0,paid,0,0,0,20,low_risk,legit,0
TXN_00011,USR_00011,2026-01-24,36,DVC_3BD3E833DD,DATR_fac8c524bca9477d,TLS_771_4865-4866-4867_chrome_win,1,0,232.9.221.85,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00222,USR_00222,2025-06-27,247,DVC_224AF67652,DATR_6d0bccea425642a3,TLS_771_4865-4866-4867_chrome_win,1,0,176.104.77.117,AS7018,AT&T,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00821,USR_00821,2026-01-16,44,DVC_8E793AC24C,DATR_ec3485bd862f4557,TLS_771_4865-4866-4867_chrome_win,1,0,46.74.246.245,AS7922,Comcast,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00297,USR_00297,2025-04-01,334,DVC_BCF37CE3D0,DATR_d8b10ec50b4d4169,TLS_771_4865-4866-4867_chrome_win,1,0,98.97.142.122,AS7922,Comcast,residential,0,US,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00055,USR_00055,2025-05-28,277,DVC_FDEC5B8C07,DATR_0de2d3e68f114797,TLS_772_4865-49196_firefox_linux,1,0,53.214.108.100,AS20057,Verizon,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00543,USR_00543,2025-05-04,301,DVC_630098326E,DATR_a16fd58888f743f1,TLS_771_4865-49195_chrome_mac,1,0,129.131.24.102,AS21928,T-Mobile,residential,0,US,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00210,USR_00210,2025-07-17,227,DVC_043D7A0648,DATR_b510cdb706184b93,TLS_771_4865-49195_chrome_mac,1,0,248.217.253.82,AS7922,Comcast,residential,0,UK,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00605,USR_00605,2026-01-28,32,DVC_2D5DB7AD9E,DATR_8508f41abbbf432a,TLS_771_4865-4866-4867_chrome_win,1,0,7.198.102.135,AS20057,Verizon,residential,0,US,0,trial,0,failed,2,0,0,20,low_risk,legit,0
TXN_00693,USR_00693,2025-12-15,76,DVC_471290F3C8,DATR_6fe022b138b94c43,TLS_772_4865-4866-4867_edge_win,1,0,46.197.183.14,AS7018,AT&T,residential,0,UK,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00663,USR_00663,2025-12-16,75,DVC_3FC517C888,DATR_c289970bd7ea4db2,TLS_772_4865-4866-4867_edge_win,1,0,178.206.29.79,AS21928,T-Mobile,residential,0,US,0,monthly,1,paid,0,0,0,15,low_risk,legit,0
TXN_00867,USR_00867,2026-02-22,7,DVC_77EF3722A7,DATR_TRIAL_e1d1c0a163,TLS_772_4865_puppeteer_bot,8,1,117.28.32.65,AS8075,Microsoft Azure,cloud,1,NG,1,trial,1,refunded,0,1,0,80,high_risk,trial_abuse,1
TXN_00071,USR_00071,2025-10-10,142,DVC_05ADF8BE77,DATR_1c192077bd264805,TLS_772_4865-4866-4867_edge_win,1,0,119.146.157.172,AS20057,Verizon,residential,0,US,0,monthly,1,paid,0,0,0,15,low_risk,legit,0
TXN_00544,USR_00544,2025-10-30,122,DVC_5E5F6F5E65,DATR_fe2fa863ea26424a,TLS_771_4865-4866_safari_ios,1,0,194.132.36.115,AS10796,Charter,residential,0,CA,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00108,USR_00108,2026-02-22,7,DVC_B61BF53857,DATR_2f9a5489d9b94ee6,TLS_772_4865-4866-4867_edge_win,1,0,168.249.40.20,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00494,USR_00494,2025-05-19,286,DVC_C48B621BEA,DATR_bf5360d5d8954b1d,TLS_772_4865-4866-4867_edge_win,1,0,184.169.94.184,AS10796,Charter,residential,0,US,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00591,USR_00591,2025-09-16,166,DVC_00ABAA10F2,DATR_6a4af7e6771d450b,TLS_771_4865-4866_safari_ios,1,0,67.48.141.68,AS21928,T-Mobile,residential,0,US,0,monthly,1,failed,0,0,0,15,low_risk,legit,0
TXN_00742,USR_00742,2025-08-24,189,DVC_BA59437F06,DATR_385defe24f324ed2,TLS_771_4865-49195_chrome_mac,1,0,1.181.144.211,AS10796,Charter,residential,0,PH,1,trial,0,paid,0,0,0,10,low_risk,legit,0
TXN_00293,USR_00293,2026-02-26,3,DVC_DB736B9CBB,DATR_6d96aeade9b545f3,TLS_771_4865-49195_chrome_mac,1,0,4.5.136.185,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00290,USR_00290,2025-11-27,94,DVC_03B021267E,DATR_9c196bf246ca4ecd,TLS_771_4865-4866-4867_chrome_win,1,0,246.16.135.9,AS10796,Charter,residential,0,VN,1,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00653,USR_00653,2025-09-04,178,DVC_3621C1D5E5,DATR_ad5a44327ecd4c5d,TLS_771_4865-4866_safari_ios,1,0,223.31.223.198,AS20057,Verizon,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00040,USR_00040,2026-01-01,59,DVC_611D338286,DATR_acdc49d8eade4370,TLS_772_4865-4866-4867_edge_win,1,0,49.66.12.182,AS20057,Verizon,residential,0,UK,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00590,USR_00590,2025-03-09,357,DVC_1EED1B5EA1,DATR_73209b9c03164785,TLS_771_4865-4866_safari_ios,1,0,177.3.4.173,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00308,USR_00308,2025-08-29,184,DVC_A0F83B9086,DATR_e85ec6808c1e46f3,TLS_772_4865-49196_firefox_linux,1,0,23.48.111.115,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,1,0,0,0,low_risk,legit,0
TXN_00680,USR_00680,2025-12-23,68,DVC_5561C90989,DATR_553168fcbb234d35,TLS_771_4865-4866_safari_ios,1,0,121.183.167.96,AS10796,Charter,residential,0,UK,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00067,USR_00067,2025-12-30,61,DVC_8B8FEEFDF1,DATR_3a040e4372f642cd,TLS_771_4865-49195_chrome_mac,1,0,89.137.110.170,AS10796,Charter,residential,0,CA,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00276,USR_00276,2025-10-12,140,DVC_809DDDA1C7,DATR_806de4ee197041f9,TLS_771_4865-4866_safari_ios,1,0,152.226.189.234,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00068,USR_00068,2025-09-08,174,DVC_4C3BB1F15C,DATR_3f84390454b84351,TLS_771_4865-49195_chrome_mac,1,0,211.126.28.111,AS7922,Comcast,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00319,USR_00319,2025-04-11,324,DVC_90FD3518D7,DATR_bf9f55ecc66e4d9d,TLS_772_4865-4866-4867_edge_win,1,0,169.40.184.109,AS21928,T-Mobile,residential,0,US,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00549,USR_00549,2025-06-10,264,DVC_09F45BFBB6,DATR_91992e45f088496e,TLS_771_4865-49195_chrome_mac,1,0,233.58.133.104,AS21928,T-Mobile,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00999,USR_00999,2026-02-27,2,DVC_09065600BB,DATR_CARD_f5ea157772,TLS_771_49195_python_requests,1,0,8.143.30.37,AS16509,Amazon AWS,cloud,1,NG,1,monthly,0,paid,0,0,0,35,low_risk,stolen_card,1
TXN_00715,USR_00715,2025-06-01,273,DVC_1205CF5F47,DATR_65b89ba3232a40d4,TLS_771_4865-49195_chrome_mac,1,0,100.48.153.30,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00754,USR_00754,2025-10-04,148,DVC_A8FBBD5CB2,DATR_d0cc1ce49d7c4b4b,TLS_772_4865-49196_firefox_linux,1,0,237.153.192.78,AS7018,AT&T,residential,0,US,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00328,USR_00328,2025-04-04,331,DVC_97C5A9277A,DATR_45ffdad3609b4171,TLS_771_4865-4866_safari_ios,1,0,43.239.252.190,AS7922,Comcast,residential,0,CA,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00383,USR_00383,2025-12-14,77,DVC_F83A36BD41,DATR_893c9dbd9fdd41d1,TLS_771_4865-4866-4867_chrome_win,1,0,7.60.139.89,AS7922,Comcast,residential,0,BR,1,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00452,USR_00452,2025-10-29,123,DVC_FD3A3C49F4,DATR_d31e76e1cca24718,TLS_771_4865-49195_chrome_mac,1,0,206.208.154.104,AS7922,Comcast,residential,0,UK,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00523,USR_00523,2026-01-27,33,DVC_3128440B5D,DATR_ed909d8380964e35,TLS_772_4865-4866-4867_edge_win,1,0,199.55.222.176,AS7018,AT&T,residential,0,CA,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00219,USR_00219,2025-06-17,257,DVC_09F5F2B9D8,DATR_aa8aa4c5934549b1,TLS_772_4865-49196_firefox_linux,1,0,149.40.44.169,AS7018,AT&T,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00788,USR_00788,2025-05-11,294,DVC_39956A2D22,DATR_4fa061d4496c4abf,TLS_771_4865-4866-4867_chrome_win,1,0,215.247.204.55,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00437,USR_00437,2025-07-01,243,DVC_A1AD90DB18,DATR_9dfbc9e606304581,TLS_771_4865-49195_chrome_mac,1,0,6.87.210.204,AS21928,T-Mobile,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00765,USR_00765,2025-10-29,123,DVC_606C777792,DATR_aab0bafcfc634dcc,TLS_771_4865-4866_safari_ios,1,0,134.87.174.177,AS10796,Charter,residential,0,CA,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00089,USR_00089,2025-10-16,136,DVC_595FD25DFD,DATR_8cd260ee88eb4c89,TLS_772_4865-49196_firefox_linux,1,0,43.203.79.153,AS7018,AT&T,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00064,USR_00064,2025-08-25,188,DVC_588D15107C,DATR_67539b2f186c4edf,TLS_771_4865-4866_safari_ios,1,0,247.192.184.30,AS7018,AT&T,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00827,USR_00827,2025-12-16,75,DVC_1638A45D1D,DATR_1851fdd29a7f47ef,TLS_771_4865-4866_safari_ios,1,0,245.43.159.237,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00717,USR_00717,2025-11-11,110,DVC_1B1B40224F,DATR_04eea3eddf2d4a93,TLS_771_4865-4866_safari_ios,1,0,29.96.201.10,AS10796,Charter,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00352,USR_00352,2025-10-07,145,DVC_238E69440E,DATR_0a5dfa16cddd4c3d,TLS_771_4865-49195_chrome_mac,1,0,34.145.219.125,AS21928,T-Mobile,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00937,USR_00937,2025-12-28,63,DVC_7157AE9309,DATR_REFUND_4f23861597,TLS_772_4865-4866-4867_edge_win,1,0,5.92.226.67,AS20473,Vultr VPN,vpn,1,ID,1,annual,0,refunded,3,1,0,45,medium_risk,refund_abuse,1
TXN_00257,USR_00257,2025-11-01,120,DVC_F46DD72253,DATR_fdaa1259818647db,TLS_772_4865-49196_firefox_linux,1,0,245.85.78.150,AS20057,Verizon,residential,0,CA,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00636,USR_00636,2026-01-11,49,DVC_5E55B8CDF7,DATR_282db7f020b54e72,TLS_771_4865-4866_safari_ios,1,0,12.214.241.34,AS10796,Charter,residential,0,CA,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00645,USR_00645,2025-05-24,281,DVC_BC35601958,DATR_df2eaec26e7c4f65,TLS_771_4865-49195_chrome_mac,1,0,106.196.163.111,AS21928,T-Mobile,residential,0,UK,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
